"","married-slope_2022","married-slope_2023","married-acc_2022","married-acc_2023","married-steady_slope","married-val_2022","unmarried-slope_2022","unmarried-slope_2023","unmarried-acc_2022","unmarried-acc_2023","unmarried-steady_slope","unmarried-val_2022"
"Abbeville County, South Carolina",-28465537898927.74,-28479615810846.1,-14077911918.362326,-14077911918.362326,1.0,13492.0,0.0,0.0,0.0,0.0,0.0,3971.0
"Acadia Parish, Louisiana",-128642936.4002563,-128642936.4002563,0.0,0.0,1.0,34432.0,0.0,0.0,0.0,0.0,0.0,7885.0
"Accomack County, Virginia","","","","","",18488.0,-40585537642860.57,-40605609619934.19,-20071977073.620808,-20071977073.620808,1.0,5339.0
"Ada County, Idaho",0.0,0.0,0.0,0.0,0.0,319232.0,0.0,0.0,0.0,0.0,0.0,88463.0
"Adair County, Iowa",-15586969952165.674,-15594678641558.438,-7708689392.762927,-7708689392.762927,1.0,4560.0,0.0,0.0,0.0,0.0,0.0,1624.0
"Adair County, Kentucky",-42456053.24113904,-42456053.24113904,0.0,0.0,1.0,11587.0,-43428776777622.3,-43450254906592.44,-21478128970.139656,-21478128970.139656,1.0,2589.0
"Adair County, Missouri",-90640607006524.88,-90685434210781.31,-44827204256.44188,-44827204256.44188,1.0,12837.0,0.0,0.0,0.0,0.0,0.0,6919.0
"Adair County, Oklahoma",-49620976.785200834,-49620976.785200834,0.0,0.0,1.0,11226.0,0.0,0.0,0.0,0.0,0.0,2630.0
"Adams County, Colorado",0.0,0.0,0.0,0.0,0.0,318582.0,0.0,0.0,0.0,0.0,0.0,75668.0
"Adams County, Idaho",0.0,0.0,0.0,0.0,0.0,2963.0,0.0,0.0,0.0,0.0,0.0,883.0
"Adams County, Illinois",-173158959.41270998,-173158959.41270998,0.0,0.0,1.0,39062.0,0.0,0.0,0.0,0.0,0.0,12213.0
"Adams County, Indiana",-195771291368723.3,-195868111987600.03,-96820618876.71783,-96820618876.71783,1.0,26002.0,0.0,0.0,0.0,0.0,0.0,4247.0
"Adams County, Iowa",-10869740.076017503,-10869740.076017503,0.0,0.0,1.0,2371.0,0.0,0.0,0.0,0.0,0.0,731.0
"Adams County, Mississippi",-128043841059188.7,-128107166400958.83,-63325341770.12333,-63325341770.12333,1.0,12489.0,-4592750132287.367,-4595021522065.947,-2271389778.5795426,-2271389778.5795426,1.0,5508.0
"Adams County, Nebraska","","","","","",18211.0,0.0,0.0,0.0,0.0,0.0,5710.0
"Adams County, North Dakota",-24022884.028501257,-24022884.028501257,0.0,0.0,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,418.0
"Adams County, Ohio",-213856611416633.94,-213962376308531.4,-105764891897.44545,-105764891897.44545,1.0,17450.0,-62158120.01670137,-62158120.01670137,0.0,0.0,1.0,3487.0
"Adams County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,68373.0,0.0,0.0,0.0,0.0,0.0,14811.0
"Adams County, Washington",0.0,0.0,0.0,0.0,0.0,13089.0,0.0,0.0,0.0,0.0,0.0,1765.0
"Adams County, Wisconsin",-61253761924117.04,-61284055574920.26,-30293650803.223404,-30293650803.223404,1.0,12035.0,0.0,0.0,0.0,0.0,0.0,4659.0
"Addison County, Vermont","","","","","",22245.0,0.0,0.0,0.0,0.0,0.0,7011.0
"Adjuntas Municipio, Puerto Rico",-70358624726155.23,-70393421276464.89,-34796550309.6717,-34796550309.6717,1.0,7782.0,0.0,0.0,0.0,0.0,0.0,2268.0
"Aguada Municipio, Puerto Rico","","","","","",19547.0,0.0,0.0,0.0,0.0,0.0,5110.0
"Aguadilla Municipio, Puerto Rico",-47034048477734.266,-47057309629305.84,-23261151571.580235,-23261151571.580235,1.0,23988.0,0.0,0.0,0.0,0.0,0.0,8526.0
"Aguas Buenas Municipio, Puerto Rico","","","","","",10924.0,0.0,0.0,0.0,0.0,0.0,2792.0
"Aibonito Municipio, Puerto Rico","","","","","",10157.0,0.0,0.0,0.0,0.0,0.0,3705.0
"Aiken County, South Carolina",0.0,0.0,0.0,0.0,0.0,102042.0,0.0,0.0,0.0,0.0,0.0,27399.0
"Aitkin County, Minnesota",-4320298.957030185,-4320298.957030185,0.0,0.0,1.0,9617.0,0.0,0.0,0.0,0.0,0.0,3103.0
"Alachua County, Florida",0.0,0.0,0.0,0.0,0.0,128721.0,0.0,0.0,0.0,0.0,0.0,80808.0
"Alamance County, North Carolina",0.0,0.0,0.0,0.0,0.0,98714.0,0.0,0.0,0.0,0.0,0.0,29215.0
"Alameda County, California",0.0,0.0,0.0,0.0,0.0,1011737.0,0.0,0.0,0.0,0.0,0.0,291376.0
"Alamosa County, Colorado",-35147382.11381707,-35147382.11381707,0.0,0.0,1.0,8893.0,0.0,0.0,0.0,0.0,0.0,2917.0
"Albany County, New York",0.0,0.0,0.0,0.0,0.0,159163.0,0.0,0.0,0.0,0.0,0.0,75919.0
"Albany County, Wyoming",0.0,0.0,0.0,0.0,0.0,18168.0,0.0,0.0,0.0,0.0,0.0,12282.0
"Albemarle County, Virginia",0.0,0.0,0.0,0.0,0.0,65562.0,0.0,0.0,0.0,0.0,0.0,21941.0
"Alcona County, Michigan",-43981050823622.23,-44002802085157.15,-21751261534.927387,-21751261534.927387,1.0,6278.0,0.0,0.0,0.0,0.0,0.0,2189.0
"Alcorn County, Mississippi",-85655310.52008955,-85655310.52008955,0.0,0.0,1.0,19027.0,0.0,0.0,0.0,0.0,0.0,6163.0
"Aleutians East Borough, Alaska",0.0,0.0,0.0,0.0,0.0,1063.0,0.0,0.0,0.0,0.0,0.0,458.0
"Aleutians West Census Area, Alaska",0.0,0.0,0.0,0.0,0.0,2066.0,0.0,0.0,0.0,0.0,0.0,1007.0
"Alexander County, Illinois",-7600217.931478102,-7600217.931478102,0.0,0.0,1.0,2469.0,"","","","","",854.0
"Alexander County, North Carolina","","","","","",23769.0,-116137632466949.67,-116195069476082.69,-57437009133.011826,-57437009133.011826,1.0,5056.0
"Alexandria city, Virginia",0.0,0.0,0.0,0.0,0.0,79034.0,0.0,0.0,0.0,0.0,0.0,50772.0
"Alfalfa County, Oklahoma","","","","","",3163.0,-9036757.17878939,-9036757.17878939,0.0,0.0,1.0,619.0
"Alger County, Michigan",0.0,0.0,0.0,0.0,0.0,5441.0,-27321862353012.13,-27335374648933.5,-13512295921.371181,-13512295921.371181,1.0,1368.0
"Allamakee County, Iowa",-20853950.151892908,-20853950.151892908,0.0,0.0,1.0,9140.0,0.0,0.0,0.0,0.0,0.0,2788.0
"Allegan County, Michigan",0.0,0.0,0.0,0.0,0.0,82348.0,0.0,0.0,0.0,0.0,0.0,14572.0
"Allegany County, Maryland",-142392160.51810983,-142392160.51810983,0.0,0.0,1.0,34693.0,0.0,0.0,0.0,0.0,0.0,14447.0
"Allegany County, New York",-121542995767157.08,-121603106051908.39,-60110284751.31452,-60110284751.31452,1.0,26817.0,0.0,0.0,0.0,0.0,0.0,8026.0
"Alleghany County, North Carolina",0.0,0.0,0.0,0.0,0.0,7229.0,0.0,0.0,0.0,0.0,0.0,2070.0
"Alleghany County, Virginia",-124655650180917.03,-124717299859542.61,-61649678625.5776,-61649678625.5776,1.0,9112.0,0.0,0.0,0.0,0.0,0.0,2789.0
"Allegheny County, Pennsylvania",-192666902468512.3,-192762187781305.84,-95285312793.5277,-95285312793.5277,1.0,673563.0,0.0,0.0,0.0,0.0,0.0,300156.0
"Allen County, Indiana",0.0,0.0,0.0,0.0,0.0,227211.0,0.0,0.0,0.0,0.0,0.0,68610.0
"Allen County, Kansas","","","","","",7021.0,-43229041.42449448,-43229041.42449448,0.0,0.0,1.0,1860.0
"Allen County, Kentucky",0.0,0.0,0.0,0.0,0.0,13168.0,-3794968.4197262228,-3794968.4197262228,0.0,0.0,1.0,2646.0
"Allen County, Ohio","","","","","",53931.0,0.0,0.0,0.0,0.0,0.0,19950.0
"Allen Parish, Louisiana",-26406332.49249013,-26406332.49249013,0.0,0.0,1.0,10637.0,-33382524.177519914,-33382524.177519914,0.0,0.0,1.0,2483.0
"Allendale County, South Carolina",-10629140.241578212,-10629140.241578212,0.0,0.0,1.0,2595.0,0.0,0.0,0.0,0.0,0.0,1548.0
"Alpena County, Michigan",-6811161.114612015,-6811161.114612015,0.0,0.0,1.0,15674.0,0.0,0.0,0.0,0.0,0.0,6641.0
"Alpine County, California",0.0,0.0,0.0,0.0,0.0,844.0,-3344846217776.0796,-3346500444392.191,-1654226616.1111686,-1654226616.1111686,1.0,211.0
"Amador County, California",0.0,0.0,0.0,0.0,0.0,23607.0,0.0,0.0,0.0,0.0,0.0,6528.0
"Amelia County, Virginia",0.0,0.0,0.0,0.0,0.0,9917.0,0.0,0.0,0.0,0.0,0.0,1763.0
"Amherst County, Virginia",-58639673.54018211,-58639673.54018211,0.0,0.0,1.0,18228.0,0.0,0.0,0.0,0.0,0.0,5733.0
"Amite County, Mississippi",0.0,0.0,0.0,0.0,0.0,6872.0,0.0,0.0,0.0,0.0,0.0,2456.0
"Anchorage Municipality, Alaska",-538726963.0496166,-538726963.0496166,0.0,0.0,1.0,169394.0,0.0,0.0,0.0,0.0,0.0,51773.0
"Anderson County, Kansas","","","","","",5207.0,0.0,0.0,0.0,0.0,0.0,1004.0
"Anderson County, Kentucky",0.0,0.0,0.0,0.0,0.0,15149.0,0.0,0.0,0.0,0.0,0.0,3578.0
"Anderson County, South Carolina",0.0,0.0,0.0,0.0,0.0,127145.0,0.0,0.0,0.0,0.0,0.0,29661.0
"Anderson County, Tennessee",-53772271126601.79,-53798864732500.2,-26593605898.4186,-26593605898.4186,1.0,46495.0,0.0,0.0,0.0,0.0,0.0,13509.0
"Anderson County, Texas",-6450113.6715459805,-6450113.6715459805,0.0,0.0,1.0,27668.0,-10253139345240.168,-10258210136212.098,-5070790971.929082,-5070790971.929082,1.0,5601.0
"Andrew County, Missouri",-22101490.705592383,-22101490.705592383,0.0,0.0,1.0,12085.0,0.0,0.0,0.0,0.0,0.0,2511.0
"Andrews County, Texas",0.0,0.0,0.0,0.0,0.0,13208.0,0.0,0.0,0.0,0.0,0.0,1623.0
"Androscoggin County, Maine",0.0,0.0,0.0,0.0,0.0,62685.0,0.0,0.0,0.0,0.0,0.0,22675.0
"Angelina County, Texas",-93366347.54301096,-93366347.54301096,0.0,0.0,1.0,48550.0,0.0,0.0,0.0,0.0,0.0,11025.0
"Anne Arundel County, Maryland",0.0,0.0,0.0,0.0,0.0,378467.0,0.0,0.0,0.0,0.0,0.0,86168.0
"Anoka County, Minnesota",0.0,0.0,0.0,0.0,0.0,238961.0,0.0,0.0,0.0,0.0,0.0,51633.0
"Anson County, North Carolina",-142091656.31437972,-142091656.31437972,0.0,0.0,1.0,9687.0,0.0,0.0,0.0,0.0,0.0,4026.0
"Antelope County, Nebraska",-4419878.566849229,-4419878.566849229,0.0,0.0,1.0,4228.0,0.0,0.0,0.0,0.0,0.0,1242.0
"Antrim County, Michigan",-25495849706832.703,-25508458930228.766,-12609223396.059885,-12609223396.059885,1.0,15915.0,0.0,0.0,0.0,0.0,0.0,4033.0
"Apache County, Arizona","","","","","",30011.0,0.0,0.0,0.0,0.0,0.0,7570.0
"Appanoose County, Iowa",-25193582.683519673,-25193582.683519673,0.0,0.0,1.0,7370.0,0.0,0.0,0.0,0.0,0.0,2201.0
"Appling County, Georgia","","","","","",11427.0,-63135606906020.41,-63166831241780.06,-31224335759.65435,-31224335759.65435,1.0,1928.0
"Appomattox County, Virginia",0.0,0.0,0.0,0.0,0.0,10548.0,0.0,0.0,0.0,0.0,0.0,2332.0
"Aransas County, Texas",-148317699.62520695,-148317699.62520695,0.0,0.0,1.0,13974.0,0.0,0.0,0.0,0.0,0.0,4952.0
"Arapahoe County, Colorado",0.0,0.0,0.0,0.0,0.0,399002.0,0.0,0.0,0.0,0.0,0.0,116711.0
"Archer County, Texas",-13535186.260333488,-13535186.260333488,0.0,0.0,1.0,5915.0,0.0,0.0,0.0,0.0,0.0,1127.0
"Archuleta County, Colorado",0.0,0.0,0.0,0.0,0.0,9496.0,0.0,0.0,0.0,0.0,0.0,2093.0
"Arecibo Municipio, Puerto Rico",-137727052263134.19,-137795166532304.88,-68114269170.689995,-68114269170.689995,1.0,38586.0,0.0,0.0,0.0,0.0,0.0,12266.0
"Arenac County, Michigan",-22868367.725653354,-22868367.725653354,0.0,0.0,1.0,8967.0,0.0,0.0,0.0,0.0,0.0,2917.0
"Arkansas County, Arkansas",-2981098.613789239,-2981098.613789239,0.0,0.0,1.0,10044.0,"","","","","",3108.0
"Arlington County, Virginia",0.0,0.0,0.0,0.0,0.0,124091.0,0.0,0.0,0.0,0.0,0.0,81425.0
"Armstrong County, Pennsylvania","","","","","",42356.0,0.0,0.0,0.0,0.0,0.0,11519.0
"Armstrong County, Texas",0.0,0.0,0.0,0.0,0.0,1406.0,0.0,0.0,0.0,0.0,0.0,177.0
"Aroostook County, Maine",-34478793.6952591,-34478793.6952591,0.0,0.0,1.0,39486.0,0.0,0.0,0.0,0.0,0.0,13982.0
"Arroyo Municipio, Puerto Rico",-156844051.69749022,-156844051.69749022,0.0,0.0,1.0,5721.0,0.0,0.0,0.0,0.0,0.0,2283.0
"Arthur County, Nebraska",0.0,0.0,0.0,0.0,0.0,350.0,-2424080.9007336698,-2424080.9007336698,0.0,0.0,1.0,55.0
"Ascension Parish, Louisiana",0.0,0.0,0.0,0.0,0.0,84321.0,0.0,0.0,0.0,0.0,0.0,14111.0
"Ashe County, North Carolina",-123538180709009.36,-123599277732109.75,-61097023100.400314,-61097023100.400314,1.0,17691.0,0.0,0.0,0.0,0.0,0.0,4452.0
"Ashland County, Ohio",-180148797653546.6,-180237892014403.94,-89094360857.34296,-89094360857.34296,1.0,34174.0,0.0,0.0,0.0,0.0,0.0,8523.0
"Ashland County, Wisconsin",-46084878460772.19,-46107670190970.4,-22791730198.20609,-22791730198.20609,1.0,9095.0,0.0,0.0,0.0,0.0,0.0,3784.0
"Ashley County, Arkansas","","","","","",12005.0,0.0,0.0,0.0,0.0,0.0,3088.0
"Ashtabula County, Ohio",-63938682686618.234,-63970304191408.85,-31621504790.61287,-31621504790.61287,1.0,52523.0,0.0,0.0,0.0,0.0,0.0,18145.0
"Asotin County, Washington",-76633192.3686725,-76633192.3686725,0.0,0.0,1.0,12277.0,0.0,0.0,0.0,0.0,0.0,5016.0
"Assumption Parish, Louisiana",-7094393.317067328,-7094393.317067328,0.0,0.0,1.0,12445.0,0.0,0.0,0.0,0.0,0.0,3209.0
"Atascosa County, Texas",0.0,0.0,0.0,0.0,0.0,30041.0,0.0,0.0,0.0,0.0,0.0,4849.0
"Atchison County, Kansas","","","","","",8828.0,-45114825.83170025,-45114825.83170025,0.0,0.0,1.0,2369.0
"Atchison County, Missouri","","","","","",3242.0,-15599194.636637745,-15599194.636637745,0.0,0.0,1.0,979.0
"Athens County, Ohio",-50907675972978.81,-50932852865151.41,-25176892172.591064,-25176892172.591064,1.0,26557.0,0.0,0.0,0.0,0.0,0.0,17728.0
"Atkinson County, Georgia",0.0,0.0,0.0,0.0,0.0,5408.0,0.0,0.0,0.0,0.0,0.0,1008.0
"Atlantic County, New Jersey",-398813163387498.8,-399010400362467.9,-197236974969.08957,-197236974969.08957,1.0,154504.0,0.0,0.0,0.0,0.0,0.0,45171.0
"Atoka County, Oklahoma",-59412563073700.6,-59441946141491.75,-29383067791.147884,-29383067791.147884,1.0,7987.0,0.0,0.0,0.0,0.0,0.0,1822.0
"Attala County, Mississippi","","","","","",8413.0,-6987605510035.951,-6991061299111.143,-3455789075.191176,-3455789075.191176,1.0,2513.0
"Audrain County, Missouri",-86161018189209.44,-86203629968729.33,-42611779519.88639,-42611779519.88639,1.0,14173.0,0.0,0.0,0.0,0.0,0.0,3843.0
"Audubon County, Iowa",-17198211050840.412,-17206716595375.941,-8505544535.529858,-8505544535.529858,1.0,3495.0,0.0,0.0,0.0,0.0,0.0,1147.0
"Auglaize County, Ohio",-86207954527037.45,-86250589519385.16,-42634992347.694565,-42634992347.694565,1.0,31099.0,0.0,0.0,0.0,0.0,0.0,7457.0
"Augusta County, Virginia",-18915367.37727008,-18915367.37727008,0.0,0.0,1.0,49504.0,0.0,0.0,0.0,0.0,0.0,11474.0
"Aurora County, South Dakota",-162001147913.14874,-162081267175.22293,-80119262.07419021,-80119262.07419021,1.0,1738.0,0.0,0.0,0.0,0.0,0.0,433.0
"Austin County, Texas",0.0,0.0,0.0,0.0,0.0,21053.0,0.0,0.0,0.0,0.0,0.0,3295.0
"Autauga County, Alabama",0.0,0.0,0.0,0.0,0.0,37951.0,0.0,0.0,0.0,0.0,0.0,8243.0
"Avery County, North Carolina",-9700849.79383297,-9700849.79383297,0.0,0.0,1.0,10113.0,-9780902624223.045,-9785739865876.963,-4837241653.918817,-4837241653.918817,1.0,2459.0
"Avoyelles Parish, Louisiana",-155736706.08431563,-155736706.08431563,0.0,0.0,1.0,17693.0,0.0,0.0,0.0,0.0,0.0,6538.0
"Añasco Municipio, Puerto Rico",-42914808.59964315,-42914808.59964315,0.0,0.0,1.0,11609.0,0.0,0.0,0.0,0.0,0.0,3366.0
"Baca County, Colorado",-1891216.6430340374,-1891216.6430340374,0.0,0.0,1.0,2265.0,0.0,0.0,0.0,0.0,0.0,759.0
"Bacon County, Georgia",-35147979.83402916,-35147979.83402916,0.0,0.0,1.0,5810.0,0.0,0.0,0.0,0.0,0.0,1702.0
"Bailey County, Texas",-55409170.48533305,-55409170.48533305,0.0,0.0,1.0,2695.0,"","","","","",831.0
"Baker County, Florida",-21724116.487554707,-21724116.487554707,0.0,0.0,1.0,15643.0,0.0,0.0,0.0,0.0,0.0,3161.0
"Baker County, Georgia",-21126696.285136253,-21126696.285136253,0.0,0.0,1.0,1432.0,0.0,0.0,0.0,0.0,0.0,391.0
"Baker County, Oregon","","","","","",9964.0,0.0,0.0,0.0,0.0,0.0,3924.0
"Baldwin County, Alabama",0.0,0.0,0.0,0.0,0.0,157691.0,0.0,0.0,0.0,0.0,0.0,35418.0
"Baldwin County, Georgia",0.0,0.0,0.0,0.0,0.0,18398.0,-173335176.38430312,-173335176.38430312,0.0,0.0,1.0,8536.0
"Ballard County, Kentucky",-27012604929026.11,-27025964278644.816,-13359349618.707685,-13359349618.707685,1.0,5213.0,-34918681.04460514,-34918681.04460514,0.0,0.0,1.0,1019.0
"Baltimore County, Maryland",0.0,0.0,0.0,0.0,0.0,476002.0,0.0,0.0,0.0,0.0,0.0,144989.0
"Baltimore city, Maryland","","","","","",192121.0,0.0,0.0,0.0,0.0,0.0,162255.0
"Bamberg County, South Carolina",-75514563.06454015,-75514563.06454015,0.0,0.0,1.0,5696.0,-10355584.860742738,-10355584.860742738,0.0,0.0,1.0,2088.0
"Bandera County, Texas",-101570379262113.88,-101620611892807.3,-50232630693.429245,-50232630693.429245,1.0,13729.0,0.0,0.0,0.0,0.0,0.0,3432.0
"Banks County, Georgia",0.0,0.0,0.0,0.0,0.0,12556.0,-77325525132858.75,-77363767232330.98,-38242099472.23495,-38242099472.23495,1.0,2057.0
"Banner County, Nebraska",-1794236.654866193,-1794236.654866193,0.0,0.0,1.0,582.0,-5625748640315.275,-5628530909672.504,-2782269357.22855,-2782269357.22855,1.0,44.0
"Bannock County, Idaho",0.0,0.0,0.0,0.0,0.0,54386.0,0.0,0.0,0.0,0.0,0.0,15158.0
"Baraga County, Michigan","","","","","",4573.0,0.0,0.0,0.0,0.0,0.0,1421.0
"Barber County, Kansas",-41061385.344049774,-41061385.344049774,0.0,0.0,1.0,2732.0,-1567355.035305208,-1567355.035305208,0.0,0.0,1.0,837.0
"Barbour County, Alabama",-9090624.275062332,-9090624.275062332,0.0,0.0,1.0,10217.0,-1975125.1987691417,-1975125.1987691417,0.0,0.0,1.0,3524.0
"Barbour County, West Virginia",-95082218.65119775,-95082218.65119775,0.0,0.0,1.0,8831.0,0.0,0.0,0.0,0.0,0.0,2598.0
"Barceloneta Municipio, Puerto Rico",-90156691.5114711,-90156691.5114711,0.0,0.0,1.0,8396.0,0.0,0.0,0.0,0.0,0.0,3097.0
"Barnes County, North Dakota",-32273689.300311,-32273689.300311,0.0,0.0,1.0,6197.0,0.0,0.0,0.0,0.0,0.0,2552.0
"Barnstable County, Massachusetts",0.0,0.0,0.0,0.0,0.0,140747.0,0.0,0.0,0.0,0.0,0.0,46545.0
"Barnwell County, South Carolina",-63351688838744.68,-63383020039950.79,-31331201206.105648,-31331201206.105648,1.0,8917.0,0.0,0.0,0.0,0.0,0.0,3690.0
"Barranquitas Municipio, Puerto Rico",-14079228890351.254,-14086191911563.102,-6963021211.845818,-6963021211.845818,1.0,12834.0,0.0,0.0,0.0,0.0,0.0,2617.0
"Barren County, Kentucky",-52898574.08446911,-52898574.08446911,0.0,0.0,1.0,25529.0,0.0,0.0,0.0,0.0,0.0,7545.0
"Barron County, Wisconsin",-88588671155209.12,-88632483554395.67,-43812399186.55287,-43812399186.55287,1.0,28432.0,0.0,0.0,0.0,0.0,0.0,8465.0
"Barrow County, Georgia",0.0,0.0,0.0,0.0,0.0,53912.0,0.0,0.0,0.0,0.0,0.0,8757.0
"Barry County, Michigan",-211890753268621.3,-211995545926024.2,-104792657402.8791,-104792657402.8791,1.0,42789.0,0.0,0.0,0.0,0.0,0.0,9458.0
"Barry County, Missouri","","","","","",23124.0,-30751006719941.28,-30766214932958.066,-15208213016.786348,-15208213016.786348,1.0,4758.0
"Bartholomew County, Indiana",0.0,0.0,0.0,0.0,0.0,51353.0,0.0,0.0,0.0,0.0,0.0,14507.0
"Barton County, Kansas",-27035811.00230895,-27035811.00230895,0.0,0.0,1.0,14925.0,0.0,0.0,0.0,0.0,0.0,4385.0
"Barton County, Missouri",-98444120266306.3,-98492806774845.53,-48686508539.22215,-48686508539.22215,1.0,7465.0,0.0,0.0,0.0,0.0,0.0,1738.0
"Bartow County, Georgia",0.0,0.0,0.0,0.0,0.0,72260.0,0.0,0.0,0.0,0.0,0.0,12331.0
"Bastrop County, Texas",0.0,0.0,0.0,0.0,0.0,63327.0,0.0,0.0,0.0,0.0,0.0,11563.0
"Bates County, Missouri","","","","","",9946.0,-30887069.0338582,-30887069.0338582,0.0,0.0,1.0,2327.0
"Bath County, Kentucky",0.0,0.0,0.0,0.0,0.0,8001.0,0.0,0.0,0.0,0.0,0.0,1765.0
"Bath County, Virginia",-23182630462931.082,-23194095660983.97,-11465198052.884256,-11465198052.884256,1.0,2232.0,0.0,0.0,0.0,0.0,0.0,1048.0
"Baxter County, Arkansas","","","","","",26436.0,0.0,0.0,0.0,0.0,0.0,8537.0
"Bay County, Florida",0.0,0.0,0.0,0.0,0.0,105222.0,0.0,0.0,0.0,0.0,0.0,31904.0
"Bay County, Michigan",-258946603485285.72,-259074668076524.75,-128064591239.01419,-128064591239.01419,1.0,57560.0,0.0,0.0,0.0,0.0,0.0,20590.0
"Bayamón Municipio, Puerto Rico","","","","","",79483.0,0.0,0.0,0.0,0.0,0.0,27529.0
"Bayfield County, Wisconsin",0.0,0.0,0.0,0.0,0.0,10711.0,0.0,0.0,0.0,0.0,0.0,3132.0
"Baylor County, Texas","","","","","",2503.0,-9519361.738106588,-9519361.738106588,0.0,0.0,1.0,569.0
"Beadle County, South Dakota",0.0,0.0,0.0,0.0,0.0,12635.0,-29752651.93802277,-29752651.93802277,0.0,0.0,1.0,2794.0
"Bear Lake County, Idaho",0.0,0.0,0.0,0.0,0.0,4852.0,0.0,0.0,0.0,0.0,0.0,694.0
"Beaufort County, North Carolina","","","","","",26301.0,0.0,0.0,0.0,0.0,0.0,7300.0
"Beaufort County, South Carolina",0.0,0.0,0.0,0.0,0.0,120607.0,0.0,0.0,0.0,0.0,0.0,29186.0
"Beauregard Parish, Louisiana",0.0,0.0,0.0,0.0,0.0,23009.0,0.0,0.0,0.0,0.0,0.0,4757.0
"Beaver County, Oklahoma",-19161599.4493994,-19161599.4493994,0.0,0.0,1.0,3369.0,-3149536424560.7764,-3151094058796.4644,-1557634235.6880982,-1557634235.6880982,1.0,681.0
"Beaver County, Pennsylvania",-82327210665319.73,-82367926397597.33,-40715732277.60666,-40715732277.60666,1.0,100054.0,0.0,0.0,0.0,0.0,0.0,31268.0
"Beaver County, Utah",0.0,0.0,0.0,0.0,0.0,5713.0,-9240071.479590293,-9240071.479590293,0.0,0.0,1.0,484.0
"Beaverhead County, Montana","","","","","",5800.0,0.0,0.0,0.0,0.0,0.0,2279.0
"Becker County, Minnesota",0.0,0.0,0.0,0.0,0.0,22981.0,0.0,0.0,0.0,0.0,0.0,5611.0
"Beckham County, Oklahoma",-164742163.09788957,-164742163.09788957,0.0,0.0,1.0,10294.0,0.0,0.0,0.0,0.0,0.0,3554.0
"Bedford County, Pennsylvania","","","","","",31781.0,0.0,0.0,0.0,0.0,0.0,7987.0
"Bedford County, Tennessee",0.0,0.0,0.0,0.0,0.0,29620.0,0.0,0.0,0.0,0.0,0.0,6859.0
"Bedford County, Virginia",0.0,0.0,0.0,0.0,0.0,56550.0,0.0,0.0,0.0,0.0,0.0,11610.0
"Bee County, Texas",0.0,0.0,0.0,0.0,0.0,14551.0,0.0,0.0,0.0,0.0,0.0,3556.0
"Belknap County, New Hampshire",0.0,0.0,0.0,0.0,0.0,40722.0,0.0,0.0,0.0,0.0,0.0,10427.0
"Bell County, Kentucky",-71172227.9115227,-71172227.9115227,0.0,0.0,1.0,12615.0,0.0,0.0,0.0,0.0,0.0,3820.0
"Bell County, Texas",0.0,0.0,0.0,0.0,0.0,211509.0,0.0,0.0,0.0,0.0,0.0,54376.0
"Belmont County, Ohio",-88195975.9827972,-88195975.9827972,0.0,0.0,1.0,38147.0,0.0,0.0,0.0,0.0,0.0,11431.0
"Beltrami County, Minnesota",-87631575455162.28,-87674914513250.89,-43339058088.60683,-43339058088.60683,1.0,23744.0,0.0,0.0,0.0,0.0,0.0,8714.0
"Ben Hill County, Georgia",-51821591347449.375,-51847220225464.93,-25628878015.554005,-25628878015.554005,1.0,8152.0,0.0,0.0,0.0,0.0,0.0,2951.0
"Benewah County, Idaho","","","","","",6224.0,0.0,0.0,0.0,0.0,0.0,1565.0
"Bennett County, South Dakota",0.0,0.0,0.0,0.0,0.0,1594.0,"","","","","",311.0
"Bennington County, Vermont",-215267411592934.66,-215373874209944.0,-106462617009.36472,-106462617009.36472,1.0,21699.0,0.0,0.0,0.0,0.0,0.0,6893.0
"Benson County, North Dakota",-18104175.795888953,-18104175.795888953,0.0,0.0,1.0,2776.0,"","","","","",664.0
"Bent County, Colorado",0.0,0.0,0.0,0.0,0.0,2586.0,0.0,0.0,0.0,0.0,0.0,907.0
"Benton County, Arkansas",0.0,0.0,0.0,0.0,0.0,197886.0,0.0,0.0,0.0,0.0,0.0,35046.0
"Benton County, Indiana",-20227457964114.89,-20237461652524.44,-10003688409.552776,-10003688409.552776,1.0,5102.0,"","","","","",1423.0
"Benton County, Iowa",-5230435776305.117,-5233022539794.883,-2586763489.765621,-2586763489.765621,1.0,17443.0,0.0,0.0,0.0,0.0,0.0,4179.0
"Benton County, Minnesota","","","","","",23924.0,0.0,0.0,0.0,0.0,0.0,8057.0
"Benton County, Mississippi",-3694948.033639795,-3694948.033639795,0.0,0.0,1.0,4547.0,-8766897604409.204,-8771233359900.998,-4335755491.794864,-4335755491.794864,1.0,1209.0
"Benton County, Missouri",-6279551262725.543,-6282656876604.24,-3105613878.6974955,-3105613878.6974955,1.0,12563.0,0.0,0.0,0.0,0.0,0.0,3376.0
"Benton County, Oregon",0.0,0.0,0.0,0.0,0.0,49013.0,0.0,0.0,0.0,0.0,0.0,27037.0
"Benton County, Tennessee",-100882050798830.89,-100931943009908.45,-49892211077.56267,-49892211077.56267,1.0,8824.0,0.0,0.0,0.0,0.0,0.0,3084.0
