"","married-slope_2022","married-slope_2023","married-acc_2022","married-acc_2023","married-steady_slope","married-val_2022","unmarried-slope_2022","unmarried-slope_2023","unmarried-acc_2022","unmarried-acc_2023","unmarried-steady_slope","unmarried-val_2022"
"Lumpkin County, Georgia",0.0,0.0,0.0,0.0,0.0,21893.0,0.0,0.0,0.0,0.0,0.0,5625.0
"Luna County, New Mexico","","","","","",13781.0,0.0,0.0,0.0,0.0,0.0,4610.0
"Lunenburg County, Virginia",0.0,0.0,0.0,0.0,0.0,6777.0,-7696294145164.244,-7700100423178.668,-3806278014.423801,-3806278014.423801,1.0,1740.0
"Luquillo Municipio, Puerto Rico",-89748432.64313295,-89748432.64313295,0.0,0.0,1.0,8011.0,0.0,0.0,0.0,0.0,0.0,2921.0
"Luzerne County, Pennsylvania","","","","","",168812.0,0.0,0.0,0.0,0.0,0.0,61634.0
"Lycoming County, Pennsylvania",-7894876.892748515,-7894876.892748515,0.0,0.0,1.0,64250.0,0.0,0.0,0.0,0.0,0.0,20809.0
"Lyman County, South Dakota",-28173080.360208035,-28173080.360208035,0.0,0.0,1.0,1874.0,-1527863316934.1077,-1528618936774.3323,-755619840.2246059,-755619840.2246059,1.0,478.0
"Lynchburg city, Virginia","","","","","",33443.0,0.0,0.0,0.0,0.0,0.0,17374.0
"Lynn County, Texas",0.0,0.0,0.0,0.0,0.0,3640.0,0.0,0.0,0.0,0.0,0.0,732.0
"Lyon County, Iowa",0.0,0.0,0.0,0.0,0.0,9271.0,-20317015923493.664,-20327063903673.434,-10047980179.769463,-10047980179.769463,1.0,1451.0
"Lyon County, Kansas","","","","","",17772.0,0.0,0.0,0.0,0.0,0.0,7676.0
"Lyon County, Kentucky",0.0,0.0,0.0,0.0,0.0,4756.0,0.0,0.0,0.0,0.0,0.0,1591.0
"Lyon County, Minnesota","","","","","",15540.0,-84372488749599.08,-84414215994282.36,-41727244683.283714,-41727244683.283714,1.0,4284.0
"Lyon County, Nevada",0.0,0.0,0.0,0.0,0.0,36973.0,0.0,0.0,0.0,0.0,0.0,9712.0
"Mackinac County, Michigan",-46576763349986.42,-46599798346697.59,-23034996711.170734,-23034996711.170734,1.0,6200.0,0.0,0.0,0.0,0.0,0.0,2517.0
"Macomb County, Michigan","","","","","",530810.0,0.0,0.0,0.0,0.0,0.0,151116.0
"Macon County, Alabama","","","","","",6692.0,-16373014.18652795,-16373014.18652795,0.0,0.0,1.0,3544.0
"Macon County, Georgia",-75835184.97740093,-75835184.97740093,0.0,0.0,1.0,4113.0,-5651457.702505381,-5651457.702505381,0.0,0.0,1.0,1755.0
"Macon County, Illinois",-126751636139136.42,-126814322408245.78,-62686269109.365654,-62686269109.365654,1.0,58517.0,0.0,0.0,0.0,0.0,0.0,20720.0
"Macon County, Missouri",-155885476011517.72,-155962570707863.66,-77094696345.9535,-77094696345.9535,1.0,9858.0,-17994957.523065228,-17994957.523065228,0.0,0.0,1.0,2431.0
"Macon County, North Carolina",0.0,0.0,0.0,0.0,0.0,22796.0,0.0,0.0,0.0,0.0,0.0,7978.0
"Macon County, Tennessee",0.0,0.0,0.0,0.0,0.0,16015.0,0.0,0.0,0.0,0.0,0.0,3599.0
"Macoupin County, Illinois",-111184440.26328547,-111184440.26328547,0.0,0.0,1.0,26841.0,0.0,0.0,0.0,0.0,0.0,7041.0
"Madera County, California",0.0,0.0,0.0,0.0,0.0,89969.0,0.0,0.0,0.0,0.0,0.0,13616.0
"Madison County, Alabama",0.0,0.0,0.0,0.0,0.0,233074.0,0.0,0.0,0.0,0.0,0.0,69491.0
"Madison County, Arkansas",0.0,0.0,0.0,0.0,0.0,11389.0,"","","","","",1982.0
"Madison County, Florida",-189947950950183.28,-190041891578744.22,-93940628560.92184,-93940628560.92184,1.0,8704.0,0.0,0.0,0.0,0.0,0.0,3149.0
"Madison County, Georgia",0.0,0.0,0.0,0.0,0.0,18122.0,0.0,0.0,0.0,0.0,0.0,3875.0
"Madison County, Idaho",0.0,0.0,0.0,0.0,0.0,31275.0,0.0,0.0,0.0,0.0,0.0,11518.0
"Madison County, Illinois",-106442103259384.47,-106494745249126.98,-52641989742.52485,-52641989742.52485,1.0,157111.0,0.0,0.0,0.0,0.0,0.0,48070.0
"Madison County, Indiana","","","","","",70237.0,0.0,0.0,0.0,0.0,0.0,22780.0
"Madison County, Iowa",0.0,0.0,0.0,0.0,0.0,11479.0,0.0,0.0,0.0,0.0,0.0,2542.0
"Madison County, Kentucky",0.0,0.0,0.0,0.0,0.0,54128.0,0.0,0.0,0.0,0.0,0.0,17023.0
"Madison County, Mississippi",0.0,0.0,0.0,0.0,0.0,67936.0,0.0,0.0,0.0,0.0,0.0,15217.0
"Madison County, Missouri",0.0,0.0,0.0,0.0,0.0,8443.0,-33930131.77223871,-33930131.77223871,0.0,0.0,1.0,1469.0
"Madison County, Montana",0.0,0.0,0.0,0.0,0.0,6037.0,0.0,0.0,0.0,0.0,0.0,1607.0
"Madison County, Nebraska","","","","","",22103.0,0.0,0.0,0.0,0.0,0.0,6308.0
"Madison County, New York",-78045024.84363323,-78045024.84363323,0.0,0.0,1.0,40667.0,0.0,0.0,0.0,0.0,0.0,10548.0
"Madison County, North Carolina",0.0,0.0,0.0,0.0,0.0,13827.0,0.0,0.0,0.0,0.0,0.0,3626.0
"Madison County, Ohio",-225367945974044.75,-225479403909739.12,-111457935694.38441,-111457935694.38441,1.0,24471.0,0.0,0.0,0.0,0.0,0.0,6210.0
"Madison County, Tennessee",-14752319.844558291,-14752319.844558291,0.0,0.0,1.0,49463.0,0.0,0.0,0.0,0.0,0.0,16718.0
"Madison County, Texas",0.0,0.0,0.0,0.0,0.0,7260.0,0.0,0.0,0.0,0.0,0.0,1459.0
"Madison County, Virginia",0.0,0.0,0.0,0.0,0.0,9137.0,0.0,0.0,0.0,0.0,0.0,1799.0
"Madison Parish, Louisiana",-4879882.756444456,-4879882.756444456,0.0,0.0,1.0,3089.0,-30499263.708415188,-30499263.708415188,0.0,0.0,1.0,1257.0
"Magoffin County, Kentucky",-110511353.40697256,-110511353.40697256,0.0,0.0,1.0,6261.0,0.0,0.0,0.0,0.0,0.0,1692.0
"Mahaska County, Iowa",-22953209077860.01,-22964560813309.0,-11351735448.99151,-11351735448.99151,1.0,13559.0,0.0,0.0,0.0,0.0,0.0,3802.0
"Mahnomen County, Minnesota",-13042252.178648353,-13042252.178648353,0.0,0.0,1.0,2434.0,0.0,0.0,0.0,0.0,0.0,801.0
"Mahoning County, Ohio","","","","","",118189.0,0.0,0.0,0.0,0.0,0.0,45941.0
"Major County, Oklahoma","","","","","",5448.0,-6263949.033969324,-6263949.033969324,0.0,0.0,1.0,1036.0
"Malheur County, Oregon",-56087323227292.34,-56115061764991.305,-27738537698.958088,-27738537698.958088,1.0,15743.0,0.0,0.0,0.0,0.0,0.0,4849.0
"Manassas Park city, Virginia",0.0,0.0,0.0,0.0,0.0,10061.0,0.0,0.0,0.0,0.0,0.0,1845.0
"Manassas city, Virginia",0.0,0.0,0.0,0.0,0.0,28782.0,0.0,0.0,0.0,0.0,0.0,5025.0
"Manatee County, Florida",0.0,0.0,0.0,0.0,0.0,248825.0,0.0,0.0,0.0,0.0,0.0,68492.0
"Manatí Municipio, Puerto Rico","","","","","",16332.0,0.0,0.0,0.0,0.0,0.0,5924.0
"Manistee County, Michigan","","","","","",14919.0,-59040978903487.76,-59070178200670.49,-29199297182.734093,-29199297182.734093,1.0,4605.0
"Manitowoc County, Wisconsin",-13193062.122626878,-13193062.122626878,0.0,0.0,1.0,49156.0,0.0,0.0,0.0,0.0,0.0,15844.0
"Marathon County, Wisconsin","","","","","",90160.0,0.0,0.0,0.0,0.0,0.0,24746.0
"Marengo County, Alabama",-2796791.104632573,-2796791.104632573,0.0,0.0,1.0,8459.0,0.0,0.0,0.0,0.0,0.0,3569.0
"Maricao Municipio, Puerto Rico",-69738576.91400267,-69738576.91400267,0.0,0.0,1.0,1792.0,0.0,0.0,0.0,0.0,0.0,769.0
"Maricopa County, Arizona",0.0,0.0,0.0,0.0,0.0,2578975.0,0.0,0.0,0.0,0.0,0.0,761905.0
"Maries County, Missouri",-3029331.1940568243,-3029331.1940568243,0.0,0.0,1.0,5688.0,0.0,0.0,0.0,0.0,0.0,1513.0
"Marin County, California",0.0,0.0,0.0,0.0,0.0,166495.0,-75983138.45839398,-75983138.45839398,0.0,0.0,1.0,48263.0
"Marinette County, Wisconsin",-257621960914364.3,-257749370390583.1,-127409476218.77597,-127409476218.77597,1.0,25325.0,0.0,0.0,0.0,0.0,0.0,8678.0
"Marion County, Alabama",-86487774.37499122,-86487774.37499122,0.0,0.0,1.0,19186.0,0.0,0.0,0.0,0.0,0.0,4283.0
"Marion County, Arkansas",-139873778567577.34,-139942954521369.42,-69175953792.07622,-69175953792.07622,1.0,10852.0,0.0,0.0,0.0,0.0,0.0,3348.0
"Marion County, Florida",0.0,0.0,0.0,0.0,0.0,216991.0,0.0,0.0,0.0,0.0,0.0,65130.0
"Marion County, Georgia",0.0,0.0,0.0,0.0,0.0,4417.0,-14035847.944747053,-14035847.944747053,0.0,0.0,1.0,1064.0
"Marion County, Illinois",-61528535763222.78,-61558965306132.38,-30429542909.60619,-30429542909.60619,1.0,20589.0,0.0,0.0,0.0,0.0,0.0,7150.0
"Marion County, Indiana",0.0,0.0,0.0,0.0,0.0,472487.0,0.0,0.0,0.0,0.0,0.0,222180.0
"Marion County, Iowa",-180437536937835.75,-180526774097547.84,-89237159712.08517,-89237159712.08517,1.0,22710.0,0.0,0.0,0.0,0.0,0.0,5031.0
"Marion County, Kansas",-10176654.722702933,-10176654.722702933,0.0,0.0,1.0,7390.0,0.0,0.0,0.0,0.0,0.0,1935.0
"Marion County, Kentucky",-8439171.293060724,-8439171.293060724,0.0,0.0,1.0,10862.0,0.0,0.0,0.0,0.0,0.0,3191.0
"Marion County, Mississippi",-70210703.92236431,-70210703.92236431,0.0,0.0,1.0,13222.0,0.0,0.0,0.0,0.0,0.0,3639.0
"Marion County, Missouri","","","","","",16574.0,0.0,0.0,0.0,0.0,0.0,4374.0
"Marion County, Ohio",-22591813.14463143,-22591813.14463143,0.0,0.0,1.0,33398.0,0.0,0.0,0.0,0.0,0.0,11305.0
"Marion County, Oregon",0.0,0.0,0.0,0.0,0.0,200866.0,0.0,0.0,0.0,0.0,0.0,53306.0
"Marion County, South Carolina",-197218274.55007002,-197218274.55007002,0.0,0.0,1.0,10689.0,0.0,0.0,0.0,0.0,0.0,5364.0
"Marion County, Tennessee",-1557333.470044405,-1557333.470044405,0.0,0.0,1.0,17368.0,0.0,0.0,0.0,0.0,0.0,4561.0
"Marion County, Texas",-88386669.0204011,-88386669.0204011,0.0,0.0,1.0,5021.0,0.0,0.0,0.0,0.0,0.0,1862.0
"Marion County, West Virginia",-25127608241039.156,-25140035346994.17,-12427105955.01469,-12427105955.01469,1.0,32964.0,0.0,0.0,0.0,0.0,0.0,10153.0
"Mariposa County, California",-56300609.258195356,-56300609.258195356,0.0,0.0,1.0,9132.0,0.0,0.0,0.0,0.0,0.0,3526.0
"Marlboro County, South Carolina",-122288935.50442113,-122288935.50442113,0.0,0.0,1.0,10270.0,0.0,0.0,0.0,0.0,0.0,5052.0
"Marquette County, Michigan",-209721928654186.22,-209825648698031.0,-103720043844.80074,-103720043844.80074,1.0,37883.0,0.0,0.0,0.0,0.0,0.0,14717.0
"Marquette County, Wisconsin",-88436160334925.69,-88479897308385.1,-43736973459.409706,-43736973459.409706,1.0,9739.0,0.0,0.0,0.0,0.0,0.0,3022.0
"Marshall County, Alabama",0.0,0.0,0.0,0.0,0.0,61225.0,0.0,0.0,0.0,0.0,0.0,12872.0
"Marshall County, Illinois",-14455307.315998968,-14455307.315998968,0.0,0.0,1.0,7462.0,"","","","","",2079.0
"Marshall County, Indiana","","","","","",31423.0,0.0,0.0,0.0,0.0,0.0,6416.0
"Marshall County, Iowa",-20548353.82543542,-20548353.82543542,0.0,0.0,1.0,26048.0,0.0,0.0,0.0,0.0,0.0,6507.0
"Marshall County, Kansas",-21751556626121.668,-21762314072524.3,-10757446402.632227,-10757446402.632227,1.0,7102.0,-10321819.293795142,-10321819.293795142,0.0,0.0,1.0,1558.0
"Marshall County, Kentucky","","","","","",20589.0,0.0,0.0,0.0,0.0,0.0,5031.0
"Marshall County, Minnesota",-24193675.445117548,-24193675.445117548,0.0,0.0,1.0,5858.0,0.0,0.0,0.0,0.0,0.0,1612.0
"Marshall County, Mississippi",-102351127.13994679,-102351127.13994679,0.0,0.0,1.0,16701.0,0.0,0.0,0.0,0.0,0.0,4077.0
"Marshall County, Oklahoma",0.0,0.0,0.0,0.0,0.0,9504.0,-31078198.903602175,-31078198.903602175,0.0,0.0,1.0,2140.0
"Marshall County, South Dakota",0.0,0.0,0.0,0.0,0.0,2946.0,-14513739.01726592,-14513739.01726592,0.0,0.0,1.0,633.0
"Marshall County, Tennessee",0.0,0.0,0.0,0.0,0.0,21406.0,0.0,0.0,0.0,0.0,0.0,4847.0
"Marshall County, West Virginia",-115046929.6872761,-115046929.6872761,0.0,0.0,1.0,17190.0,-21251438.51376633,-21251438.51376633,0.0,0.0,1.0,4957.0
"Martin County, Florida",0.0,0.0,0.0,0.0,0.0,96874.0,0.0,0.0,0.0,0.0,0.0,30393.0
"Martin County, Indiana",-41016296834969.055,-41036581848240.555,-20285013271.498432,-20285013271.498432,1.0,6282.0,0.0,0.0,0.0,0.0,0.0,1902.0
"Martin County, Kentucky","","","","","",7285.0,0.0,0.0,0.0,0.0,0.0,1445.0
"Martin County, Minnesota",-51651017928305.76,-51676562447558.13,-25544519252.377144,-25544519252.377144,1.0,12659.0,0.0,0.0,0.0,0.0,0.0,4124.0
"Martin County, North Carolina",-89223105.49240498,-89223105.49240498,0.0,0.0,1.0,10775.0,0.0,0.0,0.0,0.0,0.0,3852.0
"Martin County, Texas",0.0,0.0,0.0,0.0,0.0,4083.0,0.0,0.0,0.0,0.0,0.0,468.0
"Martinsville city, Virginia","","","","","",5247.0,-10381871.908061858,-10381871.908061858,0.0,0.0,1.0,2711.0
"Mason County, Illinois","","","","","",7687.0,0.0,0.0,0.0,0.0,0.0,2789.0
"Mason County, Kentucky",-14088291.722116007,-14088291.722116007,0.0,0.0,1.0,10117.0,0.0,0.0,0.0,0.0,0.0,2642.0
"Mason County, Michigan","","","","","",18582.0,0.0,0.0,0.0,0.0,0.0,5010.0
"Mason County, Texas",0.0,0.0,0.0,0.0,0.0,3199.0,0.0,0.0,0.0,0.0,0.0,402.0
"Mason County, Washington",0.0,0.0,0.0,0.0,0.0,39921.0,0.0,0.0,0.0,0.0,0.0,11345.0
"Mason County, West Virginia",0.0,0.0,0.0,0.0,0.0,16789.0,-42452750729344.28,-42473746155026.445,-20995425682.168358,-20995425682.168358,1.0,4067.0
"Massac County, Illinois","","","","","",8889.0,-19809246448764.035,-19819043306552.742,-9796857788.706457,-9796857788.706457,1.0,2271.0
"Matagorda County, Texas","","","","","",22323.0,0.0,0.0,0.0,0.0,0.0,4668.0
"Matanuska-Susitna Borough, Alaska",0.0,0.0,0.0,0.0,0.0,72240.0,0.0,0.0,0.0,0.0,0.0,14466.0
"Mathews County, Virginia",0.0,0.0,0.0,0.0,0.0,5816.0,0.0,0.0,0.0,0.0,0.0,1766.0
"Maui County, Hawaii",0.0,0.0,0.0,0.0,0.0,101070.0,0.0,0.0,0.0,0.0,0.0,21238.0
"Maunabo Municipio, Puerto Rico",-25629436.64800856,-25629436.64800856,0.0,0.0,1.0,4313.0,"","","","","",1054.0
"Maury County, Tennessee",0.0,0.0,0.0,0.0,0.0,63842.0,0.0,0.0,0.0,0.0,0.0,14631.0
"Maverick County, Texas",0.0,0.0,0.0,0.0,0.0,35228.0,0.0,0.0,0.0,0.0,0.0,3977.0
"Mayagüez Municipio, Puerto Rico",-242740066096369.06,-242860115585041.84,-120049488672.7844,-120049488672.7844,1.0,28245.0,0.0,0.0,0.0,0.0,0.0,16709.0
"Mayes County, Oklahoma",-46732666.96780447,-46732666.96780447,0.0,0.0,1.0,24431.0,-392812.3697161453,-392812.3697161453,0.0,0.0,1.0,5433.0
"McClain County, Oklahoma",0.0,0.0,0.0,0.0,0.0,30912.0,0.0,0.0,0.0,0.0,0.0,4299.0
"McCone County, Montana","","","","","",1315.0,0.0,0.0,0.0,0.0,0.0,316.0
"McCook County, South Dakota",-166150073750.71704,-166232244904.8968,-82171154.1797434,-82171154.1797434,1.0,4007.0,0.0,0.0,0.0,0.0,0.0,855.0
"McCormick County, South Carolina",-79921228097072.72,-79960753926992.14,-39525829919.4231,-39525829919.4231,1.0,4647.0,0.0,0.0,0.0,0.0,0.0,1680.0
"McCracken County, Kentucky",-184549793761286.34,-184641064678082.22,-91270916795.8888,-91270916795.8888,1.0,39487.0,0.0,0.0,0.0,0.0,0.0,12641.0
"McCreary County, Kentucky",-9992799.070321105,-9992799.070321105,0.0,0.0,1.0,9395.0,0.0,0.0,0.0,0.0,0.0,2516.0
"McCulloch County, Texas",-17974526.653704017,-17974526.653704017,0.0,0.0,1.0,4426.0,0.0,0.0,0.0,0.0,0.0,1433.0
"McCurtain County, Oklahoma",-72167928.52157767,-72167928.52157767,0.0,0.0,1.0,17976.0,"","","","","",4021.0
"McDonald County, Missouri",0.0,0.0,0.0,0.0,0.0,15118.0,0.0,0.0,0.0,0.0,0.0,3219.0
"McDonough County, Illinois",-178942001.28176072,-178942001.28176072,0.0,0.0,1.0,12779.0,-34110206.90459847,-34110206.90459847,0.0,0.0,1.0,7231.0
"McDowell County, North Carolina",0.0,0.0,0.0,0.0,0.0,27508.0,-109037200962072.88,-109091126382924.53,-53925420851.66845,-53925420851.66845,1.0,6277.0
"McDowell County, West Virginia",-2003157.0133270456,-2003157.0133270456,0.0,0.0,1.0,7387.0,-8293140.922905981,-8293140.922905981,0.0,0.0,1.0,2492.0
"McDuffie County, Georgia",-68618725.24922545,-68618725.24922545,0.0,0.0,1.0,10960.0,0.0,0.0,0.0,0.0,0.0,2922.0
"McHenry County, Illinois","","","","","",221656.0,0.0,0.0,0.0,0.0,0.0,36829.0
"McHenry County, North Dakota",0.0,0.0,0.0,0.0,0.0,3670.0,-4416853.2283100905,-4416853.2283100905,0.0,0.0,1.0,874.0
"McIntosh County, Georgia",0.0,0.0,0.0,0.0,0.0,6539.0,-23997770.47837132,-23997770.47837132,0.0,0.0,1.0,1760.0
"McIntosh County, North Dakota",-26605811355485.42,-26618969521338.78,-13158165853.356161,-13158165853.356161,1.0,1656.0,0.0,0.0,0.0,0.0,0.0,552.0
"McIntosh County, Oklahoma",-125776304.16624972,-125776304.16624972,0.0,0.0,1.0,10434.0,-8381208.882958537,-8381208.882958537,0.0,0.0,1.0,2881.0
"McKean County, Pennsylvania","","","","","",23218.0,0.0,0.0,0.0,0.0,0.0,6931.0
"McKenzie County, North Dakota",0.0,0.0,0.0,0.0,0.0,8799.0,0.0,0.0,0.0,0.0,0.0,2692.0
"McKinley County, New Mexico",-235590904.50169122,-235590904.50169122,0.0,0.0,1.0,27742.0,0.0,0.0,0.0,0.0,0.0,7181.0
"McLean County, Illinois",0.0,0.0,0.0,0.0,0.0,97738.0,0.0,0.0,0.0,0.0,0.0,38924.0
"McLean County, Kentucky",0.0,0.0,0.0,0.0,0.0,7038.0,-6546952.182282253,-6546952.182282253,0.0,0.0,1.0,1132.0
"McLean County, North Dakota",0.0,0.0,0.0,0.0,0.0,6902.0,0.0,0.0,0.0,0.0,0.0,1415.0
"McLennan County, Texas",0.0,0.0,0.0,0.0,0.0,142615.0,0.0,0.0,0.0,0.0,0.0,45832.0
"McLeod County, Minnesota",-100530489888016.12,-100580208231185.28,-49718343169.14781,-49718343169.14781,1.0,24224.0,0.0,0.0,0.0,0.0,0.0,6537.0
"McMinn County, Tennessee",-304835300058182.5,-304986059355936.3,-150759297753.7995,-150759297753.7995,1.0,33868.0,0.0,0.0,0.0,0.0,0.0,7874.0
"McMullen County, Texas","","","","","",418.0,-3631145672868.9243,-3632941491698.237,-1795818829.3124616,-1795818829.3124616,1.0,48.0
"McNairy County, Tennessee",-143029179580930.0,-143099916069347.88,-70736488417.86877,-70736488417.86877,1.0,16731.0,0.0,0.0,0.0,0.0,0.0,3772.0
"McPherson County, Kansas",-162371999162872.1,-162452301833081.22,-80302670209.13588,-80302670209.13588,1.0,20111.0,0.0,0.0,0.0,0.0,0.0,4815.0
"McPherson County, Nebraska",0.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,0.0,0.0,56.0
"McPherson County, South Dakota","","","","","",1285.0,-543555.4836246219,-543555.4836246219,0.0,0.0,1.0,383.0
"Meade County, Kansas",-6124315.527761638,-6124315.527761638,0.0,0.0,1.0,2570.0,0.0,0.0,0.0,0.0,0.0,625.0
"Meade County, Kentucky",0.0,0.0,0.0,0.0,0.0,20143.0,0.0,0.0,0.0,0.0,0.0,3953.0
"Meade County, South Dakota",0.0,0.0,0.0,0.0,0.0,19728.0,0.0,0.0,0.0,0.0,0.0,4103.0
"Meagher County, Montana",0.0,0.0,0.0,0.0,0.0,1436.0,0.0,0.0,0.0,0.0,0.0,317.0
"Mecklenburg County, North Carolina",0.0,0.0,0.0,0.0,0.0,604164.0,0.0,0.0,0.0,0.0,0.0,233462.0
"Mecklenburg County, Virginia",-30930048.012336735,-30930048.012336735,0.0,0.0,1.0,15145.0,0.0,0.0,0.0,0.0,0.0,5995.0
"Mecosta County, Michigan",-108590161.85149914,-108590161.85149914,0.0,0.0,1.0,21966.0,0.0,0.0,0.0,0.0,0.0,8733.0
"Medina County, Ohio",0.0,0.0,0.0,0.0,0.0,129970.0,0.0,0.0,0.0,0.0,0.0,24108.0
"Medina County, Texas",0.0,0.0,0.0,0.0,0.0,34557.0,0.0,0.0,0.0,0.0,0.0,4739.0
"Meeker County, Minnesota",-43923062745415.414,-43944785328375.56,-21722582960.146496,-21722582960.146496,1.0,15889.0,0.0,0.0,0.0,0.0,0.0,3446.0
"Meigs County, Ohio",-63659877.475505374,-63659877.475505374,0.0,0.0,1.0,12276.0,-15614989351094.053,-15622711897756.314,-7722546662.262419,-7722546662.262419,1.0,3752.0
"Meigs County, Tennessee",0.0,0.0,0.0,0.0,0.0,8721.0,0.0,0.0,0.0,0.0,0.0,2056.0
"Mellette County, South Dakota",-1973420.794603839,-1973420.794603839,0.0,0.0,1.0,802.0,0.0,0.0,0.0,0.0,0.0,247.0
"Menard County, Illinois",-30275088886043.508,-30290061729211.68,-14972843168.17228,-14972843168.17228,1.0,8218.0,-26678202.944102805,-26678202.944102805,0.0,0.0,1.0,1500.0
"Menard County, Texas",-8476909.029025638,-8476909.029025638,0.0,0.0,1.0,1027.0,0.0,0.0,0.0,0.0,0.0,490.0
"Mendocino County, California",-46382688294655.86,-46405627309638.375,-22939014982.52047,-22939014982.52047,1.0,47915.0,0.0,0.0,0.0,0.0,0.0,17491.0
"Menifee County, Kentucky","","","","","",3833.0,0.0,0.0,0.0,0.0,0.0,901.0
"Menominee County, Michigan","","","","","",14002.0,0.0,0.0,0.0,0.0,0.0,4590.0
"Menominee County, Wisconsin",-565445710956.0237,-565725357697.3475,-279646741.32386035,-279646741.32386035,1.0,1958.0,-9900822.057218548,-9900822.057218548,0.0,0.0,1.0,274.0
"Merced County, California",0.0,0.0,0.0,0.0,0.0,161874.0,0.0,0.0,0.0,0.0,0.0,25601.0
"Mercer County, Illinois",-33968784421140.87,-33985584017788.32,-16799596647.448812,-16799596647.448812,1.0,11280.0,0.0,0.0,0.0,0.0,0.0,2228.0
"Mercer County, Kentucky",0.0,0.0,0.0,0.0,0.0,15036.0,0.0,0.0,0.0,0.0,0.0,3905.0
"Mercer County, Missouri",0.0,0.0,0.0,0.0,0.0,2273.0,0.0,0.0,0.0,0.0,0.0,634.0
"Mercer County, New Jersey",0.0,0.0,0.0,0.0,0.0,222964.0,0.0,0.0,0.0,0.0,0.0,58424.0
"Mercer County, North Dakota",-38672266.52387663,-38672266.52387663,0.0,0.0,1.0,5734.0,0.0,0.0,0.0,0.0,0.0,1421.0
"Mercer County, Ohio",-97406139640941.28,-97454312805946.7,-48173165005.41144,-48173165005.41144,1.0,30454.0,0.0,0.0,0.0,0.0,0.0,6773.0
"Mercer County, Pennsylvania",-243855709384489.25,-243976310625530.06,-120601241040.79636,-120601241040.79636,1.0,63669.0,0.0,0.0,0.0,0.0,0.0,19086.0
"Mercer County, West Virginia",-5535810.091782093,-5535810.091782093,0.0,0.0,1.0,33117.0,-4192385905242.8164,-4194459290952.63,-2073385709.8136637,-2073385709.8136637,1.0,10830.0
"Meriwether County, Georgia",-35314741.97249698,-35314741.97249698,0.0,0.0,1.0,10094.0,"","","","","",2550.0
"Merrick County, Nebraska","","","","","",5019.0,0.0,0.0,0.0,0.0,0.0,1353.0
"Merrimack County, New Hampshire",0.0,0.0,0.0,0.0,0.0,97393.0,0.0,0.0,0.0,0.0,0.0,25104.0
"Mesa County, Colorado",0.0,0.0,0.0,0.0,0.0,91966.0,0.0,0.0,0.0,0.0,0.0,30655.0
"Metcalfe County, Kentucky",0.0,0.0,0.0,0.0,0.0,6861.0,0.0,0.0,0.0,0.0,0.0,1598.0
"Miami County, Indiana","","","","","",21104.0,0.0,0.0,0.0,0.0,0.0,5208.0
"Miami County, Kansas",0.0,0.0,0.0,0.0,0.0,22856.0,0.0,0.0,0.0,0.0,0.0,4682.0
"Miami County, Ohio",0.0,0.0,0.0,0.0,0.0,72818.0,0.0,0.0,0.0,0.0,0.0,16992.0
"Miami-Dade County, Florida",0.0,0.0,0.0,0.0,0.0,1425764.0,0.0,0.0,0.0,0.0,0.0,382948.0
"Middlesex County, Massachusetts",0.0,0.0,0.0,0.0,0.0,1007503.0,0.0,0.0,0.0,0.0,0.0,320765.0
"Middlesex County, New Jersey",0.0,0.0,0.0,0.0,0.0,563000.0,0.0,0.0,0.0,0.0,0.0,107528.0
"Middlesex County, Virginia",-80214655141625.36,-80254326088777.5,-39670947152.1395,-39670947152.1395,1.0,6515.0,0.0,0.0,0.0,0.0,0.0,2170.0
"Midland County, Michigan",-23421519.531338993,-23421519.531338993,0.0,0.0,1.0,54636.0,0.0,0.0,0.0,0.0,0.0,13964.0
"Midland County, Texas",0.0,0.0,0.0,0.0,0.0,110072.0,0.0,0.0,0.0,0.0,0.0,24614.0
"Mifflin County, Pennsylvania","","","","","",29679.0,-36156995.97671756,-36156995.97671756,0.0,0.0,1.0,7056.0
"Milam County, Texas","","","","","",15942.0,0.0,0.0,0.0,0.0,0.0,3799.0
"Millard County, Utah",0.0,0.0,0.0,0.0,0.0,9865.0,-10439055.390999783,-10439055.390999783,0.0,0.0,1.0,1008.0
"Mille Lacs County, Minnesota",-131307311256427.52,-131372250579501.92,-64939323074.395775,-64939323074.395775,1.0,15686.0,0.0,0.0,0.0,0.0,0.0,4487.0
"Miller County, Arkansas",-66096865.903430656,-66096865.903430656,0.0,0.0,1.0,20914.0,0.0,0.0,0.0,0.0,0.0,7014.0
"Miller County, Georgia","","","","","",3178.0,0.0,0.0,0.0,0.0,0.0,1035.0
"Miller County, Missouri",0.0,0.0,0.0,0.0,0.0,16035.0,0.0,0.0,0.0,0.0,0.0,4309.0
"Mills County, Iowa",-17086883.936638884,-17086883.936638884,0.0,0.0,1.0,9829.0,0.0,0.0,0.0,0.0,0.0,1983.0
"Mills County, Texas",-14326544.508722022,-14326544.508722022,0.0,0.0,1.0,2884.0,-37138.657381898665,-37138.657381898665,0.0,0.0,1.0,578.0
"Milwaukee County, Wisconsin",-536252483.57518256,-536252483.57518256,0.0,0.0,1.0,409193.0,0.0,0.0,0.0,0.0,0.0,224388.0
"Miner County, South Dakota","","","","","",1499.0,-17333003943837.451,-17341576151524.81,-8572207687.357921,-8572207687.357921,1.0,390.0
